review,tag
A great lp ruined so EA could pull in money. Unless you're willing to shove out real money to spawn monsters that die near immediately you will have no fun with this. An overly casual micro transation based game thats only called Dungeon Keeper to con people into buying it. Should have been a different game.  Its sad to see EA being rewarded for this poorly made pay to win cash out.,tag:(p2w)
"Yes. It's a mobile game. Pay to win sucks. Just slowly grind through it and it's a great game. Im just happy to see the series revived, it's my favorite of ALL time and this is fantastic. I may not love EA, but I LOVE Dungeon Keeper.",tag:(p2w)
"Short lived game. Bullied by inapp purchases. A shame for the old DK, really.  They just can't stop jacking gem prices for supp. minions and other upgrades, seems to me like they're milking this for the most money possible.. There's some good idea here and there but in the end it's just another pay to win. Greedy EA and their ""vision"" of DK really ruined it IMO.",tag:(p2w)
This game is pretty much exactly how you'd imagine a modern remake of a classic game would be if done on mobile: grindy and with a pay to win scheme!,tag:(p2w)
A very clear pay to win by the Voldemort of gaming...EA.,tag:(p2w)
Pay to win has become pay to play. Just charge money from the start instead of making people think this is a free game.,tag:(p2w)
"This game would be fun, if it weren't pay to win. Good job ruining a franchise.... again.",tag:(p2w)
The in app purchase model they use is very oppressive and borders on pay to win. The app also makes it hard for you to give an honest review from inside the game. From inside the app if you choose to rate 5 stars you will be taken to the Play store to give your review. If you rate it anything below 5 stars you will be taken to an EA ran site to give feedback. Pretty shameful imo.,tag:(p2w)
"Graphics and sound were amazing. however, the game is blatantly pay to win and they bait 5 star reviews through the game itself. Also the notifications were extremely annoying and no way to turn then off without silencing your phone.",tag:(p2w)
Pay to win glitches won't use  the 2nd imp sometimes if the other one is on a job great sound gum graphics Ai needs help and would rather a 8$ charge for a full game instead of the grind fest that exists,tag:(p2w)
You pay more to play than buying a real game. Should be called pay to play or pay to win. Good job EA. Weren't greedy enough?,tag:(p2w)
Stupid pay to win bullshit.,tag:(p2w)
"Pay to win bs, dont bother and save yourself some time.",tag:(p2w)
DRM and pay to win game only don't give them money for this garbage.,tag:(p2w)
Not pay to win like other games. Pay to play.,tag:(p2w)
EA ruins yet another game series by making a lackluster game with a pay to win model.,tag:(p2w)
Boring and slow paced. Pay to win nonsense.,tag:(p2w)
Its like a big dose of nostalgia but then the pay to win issues customary to EA games get in the way of the fun,tag:(p2w)
I'm not about to spend a small fortune on this game. I'd gladly pay $5 for this game outright but the pay to win system sucks.,tag:(p2w)
Classic pay to win. No strategy whatsoever.,tag:(p2w)
Can't get anywhere in the game unless you pay inordinate amounts of money. Or wait weeks. It takes the pay to win model to a while new level.,tag:(p2w)
"Not actually free. I'm tired of these ""free"" games with pay to win functions. You can't do anything in a reasonable amount of time. Just go buy the original with all the extra content for 6 bucks for your computer. Far better offer for a far superior game.",tag:(p2w)
Too much 'pay to win'. Can't compete without spending $50+. Lifted all its mechanics from Clash of Clans.,tag:(p2w)
"Run by cold calculating old rich dudes who only care about squeezing every dime out of the player as possible. This type of ""pay to win"" nonsense is going to ruin the gaming industry. STOP SUPPORTING THIS",tag:(p2w)
Pay to win,tag:(p2w)
Pay to win...come on EA...,tag:(p2w)
That's pretty much it. Just another pay to win game.,tag:(p2w)
"While I wanted to like this game I just can't.  You can't get beyond level 3 without paying.  Now, I understand this is a freemuim game, but pay to win is different than pay to play.  I would rather pay $5 than have the required microtransactions.  The gameplay is good, just as it was in the 1997 game this was ported from, but the restrictive model is just a deal breaker.  Sorry DK.",tag:(p2w)
"Still a clone of a dozen other games.  New enough and different enough to be fun by  adding rooms and the dirt.  Albeit limiting the strategy, increasing the need to pay and slowing you down greatly.  These IAP or pay to win / speed up  apps are getting just outrageously ridiculous and needs to go back to the old free. Free with ads, to free with pay to remove ads OR paid apps.   These micro transaction based games are just disgusting in the greed they show these companies have.",tag:(p2w)
"This is the worst cash grab ever.  EA has taken micro transactions to a whole new level.  Do you want to dig a hole?  Wait 24 hours OR pay $1.99.  I would have paid 10 - 15 dollars for an ACTUAL game that didn't have the all this pay to win, rip off nonsense.  They have completely ruined the Dungeon Keeper franchise.  Please save your time  and DO NOT download this game.  It is time to boycott EA.  Disgraceful.  Utterly disgraceful.",tag:(p2w)
Pay to win masked inside a free game.,tag:(p2w)
"It looks and sounds nice. It's a slim and space conscious install, and runs smoothly.    As a game it is an abomination and a sad bastardization of its namesake. This is a freemium model game whose free components do not prove engaging enough to merit their paid counterparts. It is essentially a poor Clash of Clans clone with a Dungeon Keeper skin and more insistent pay to win reminders.   It's depressing, and frankly insulting to DK fans or anyone that enjoys actual games. Avoid.",tag:(p2w)
"Far better pay to win babysitting games out there then this. They lured me in with the dungeon keeper name, nothing like the real one. Its horrible...",tag:(p2w)
Pay to win games are the bane of gaming.,tag:(p2w)
It is a shame that new gamers will consider this type of shallow time locked pay to win style of game as the norm.  Mobile games have a long way to go if they want to be anything but fleeting fads.,tag:(p2w)
